# ground truth trajectory
# file: 'rgbd_dataset_freiburg1_rpy.bag'
# timestamp tx ty tz qx qy qz qw
1305031232.1631 1.2777 0.6534 1.5228 0.6838 0.6230 -0.1357 -0.3547
1305031232.1731 1.2777 0.6538 1.5232 0.6831 0.6215 -0.1334 -0.3595
1305031232.1847 1.2781 0.6544 1.5235 0.6834 0.6200 -0.1291 -0.3631
1305031232.1931 1.2784 0.6549 1.5239 0.6837 0.6189 -0.1244 -0.3662
1305031232.2031 1.2788 0.6553 1.5241 0.6841 0.6179 -0.1195 -0.3687
1305031232.2131 1.2793 0.6558 1.5243 0.6845 0.6160 -0.1154 -0.3724
1305031232.2231 1.2796 0.6563 1.5246 0.6843 0.6148 -0.1113 -0.3760
1305031232.2331 1.2799 0.6567 1.5249 0.6840 0.6132 -0.1081 -0.3801
1305031232.2431 1.2801 0.6569 1.5254 0.6834 0.6122 -0.1042 -0.3837
1305031232.2532 1.2805 0.6575 1.5258 0.6832 0.6105 -0.1003 -0.3879
1305031232.2634 1.2809 0.6577 1.5261 0.6831 0.6088 -0.0961 -0.3917
1305031232.2731 1.2813 0.6582 1.5265 0.6831 0.6075 -0.0907 -0.3950
1305031232.2832 1.2815 0.6586 1.5267 0.6831 0.6059 -0.0862 -0.3985
1305031232.2931 1.2820 0.6587 1.5272 0.6839 0.6049 -0.0799 -0.4000
1305031232.3031 1.2823 0.6590 1.5275 0.6838 0.6035 -0.0756 -0.4032
1305031232.3131 1.2825 0.6592 1.5279 0.6832 0.6026 -0.0721 -0.4061
1305031232.3231 1.2827 0.6595 1.5282 0.6826 0.6010 -0.0689 -0.4101
1305031232.3331 1.2826 0.6599 1.5287 0.6812 0.5998 -0.0666 -0.4145
1305031232.3431 1.2831 0.6600 1.5289 0.6812 0.5986 -0.0628 -0.4168
1305031232.3531 1.2833 0.6602 1.5293 0.6811 0.5976 -0.0595 -0.4189
1305031232.3631 1.2837 0.6603 1.5296 0.6811 0.5966 -0.0556 -0.4208
1305031232.3731 1.2839 0.6606 1.5297 0.6806 0.5955 -0.0527 -0.4236
1305031232.3832 1.2840 0.6609 1.5300 0.6803 0.5948 -0.0502 -0.4254
1305031232.3931 1.2844 0.6609 1.5304 0.6806 0.5933 -0.0465 -0.4272
1305031232.4031 1.2844 0.6609 1.5305 0.6801 0.5925 -0.0447 -0.4294
1305031232.4131 1.2845 0.6610 1.5308 0.6797 0.5918 -0.0424 -0.4313
1305031232.4231 1.2846 0.6611 1.5309 0.6792 0.5911 -0.0407 -0.4331
1305031232.4331 1.2850 0.6610 1.5313 0.6793 0.5906 -0.0379 -0.4339
1305031232.4431 1.2851 0.6610 1.5315 0.6790 0.5900 -0.0362 -0.4354
1305031232.4531 1.2854 0.6609 1.5318 0.6788 0.5895 -0.0338 -0.4366
1305031232.4631 1.2855 0.6610 1.5320 0.6785 0.5889 -0.0324 -0.4379
1305031232.4731 1.2856 0.6611 1.5322 0.6781 0.5875 -0.0306 -0.4404
1305031232.4832 1.2858 0.6611 1.5326 0.6780 0.5866 -0.0280 -0.4421
1305031232.4931 1.2860 0.6611 1.5329 0.6778 0.5858 -0.0254 -0.4436
1305031232.5031 1.2863 0.6610 1.5333 0.6777 0.5846 -0.0229 -0.4455
1305031232.5136 1.2861 0.6611 1.5335 0.6764 0.5837 -0.0202 -0.4489
1305031232.5231 1.2865 0.6610 1.5340 0.6763 0.5828 -0.0164 -0.4502
1305031232.5331 1.2867 0.6609 1.5343 0.6760 0.5817 -0.0135 -0.4522
1305031232.5431 1.2867 0.6611 1.5345 0.6748 0.5811 -0.0112 -0.4548
1305031232.5531 1.2874 0.6609 1.5351 0.6754 0.5800 -0.0073 -0.4554
1305031232.5632 1.2875 0.6613 1.5353 0.6741 0.5786 -0.0050 -0.4592
1305031232.5734 1.2876 0.6612 1.5356 0.6736 0.5775 -0.0026 -0.4612
1305031232.5832 1.2880 0.6611 1.5360 0.6736 0.5756 0.0011 -0.4636
1305031232.5931 1.2880 0.6614 1.5364 0.6718 0.5745 0.0034 -0.4675
1305031232.6031 1.2884 0.6614 1.5368 0.6712 0.5730 0.0071 -0.4702
1305031232.6131 1.2892 0.6612 1.5371 0.6719 0.5720 0.0127 -0.4704
1305031232.6231 1.2893 0.6613 1.5375 0.6708 0.5705 0.0166 -0.4737
1305031232.6331 1.2898 0.6612 1.5378 0.6707 0.5686 0.0213 -0.4759
1305031232.6432 1.2899 0.6612 1.5382 0.6699 0.5676 0.0248 -0.4779
1305031232.6531 1.2902 0.6610 1.5386 0.6694 0.5658 0.0280 -0.4806
1305031232.6631 1.2904 0.6611 1.5390 0.6676 0.5648 0.0299 -0.4841
1305031232.6731 1.2908 0.6610 1.5396 0.6667 0.5639 0.0330 -0.4863
1305031232.6831 1.2911 0.6607 1.5401 0.6659 0.5631 0.0363 -0.4880
1305031232.6932 1.2911 0.6608 1.5403 0.6646 0.5617 0.0387 -0.4913
1305031232.7031 1.2912 0.6608 1.5408 0.6634 0.5599 0.0419 -0.4947
1305031232.7131 1.2916 0.6609 1.5412 0.6627 0.5588 0.0460 -0.4965
1305031232.7231 1.2918 0.6609 1.5415 0.6622 0.5567 0.0507 -0.4990
1305031232.7331 1.2923 0.6609 1.5420 -0.6615 -0.5555 -0.0557 0.5008
1305031232.7431 1.2926 0.6610 1.5424 -0.6602 -0.5532 -0.0601 0.5045
1305031232.7531 1.2931 0.6611 1.5428 -0.6594 -0.5521 -0.0649 0.5061
1305031232.7631 1.2934 0.6611 1.5432 -0.6585 -0.5506 -0.0693 0.5084
1305031232.7731 1.2936 0.6611 1.5438 -0.6565 -0.5490 -0.0729 0.5121
1305031232.7831 1.2941 0.6610 1.5444 -0.6550 -0.5476 -0.0766 0.5150
1305031232.7931 1.2944 0.6610 1.5449 -0.6531 -0.5464 -0.0797 0.5182
1305031232.8031 1.2948 0.6609 1.5455 -0.6519 -0.5450 -0.0835 0.5206
1305031232.8131 1.2952 0.6607 1.5459 -0.6513 -0.5431 -0.0870 0.5228
1305031232.8231 1.2956 0.6608 1.5464 -0.6501 -0.5416 -0.0898 0.5253
1305031232.8332 1.2962 0.6607 1.5472 -0.6498 -0.5398 -0.0937 0.5269
1305031232.8431 1.2964 0.6608 1.5477 -0.6485 -0.5385 -0.0957 0.5294
1305031232.8533 1.2968 0.6607 1.5482 -0.6480 -0.5366 -0.0988 0.5314
1305031232.8631 1.2973 0.6607 1.5488 -0.6474 -0.5354 -0.1016 0.5328
1305031232.8731 1.2977 0.6605 1.5494 -0.6469 -0.5346 -0.1030 0.5340
1305031232.8831 1.2982 0.6604 1.5500 -0.6465 -0.5334 -0.1041 0.5355
1305031232.8931 1.2986 0.6604 1.5506 -0.6464 -0.5323 -0.1051 0.5364
1305031232.9031 1.2991 0.6603 1.5511 -0.6471 -0.5309 -0.1060 0.5368
1305031232.9131 1.2995 0.6604 1.5514 -0.6477 -0.5298 -0.1055 0.5372
1305031232.9231 1.2998 0.6606 1.5518 -0.6474 -0.5293 -0.1042 0.5384
1305031232.9331 1.3002 0.6606 1.5523 -0.6472 -0.5290 -0.1036 0.5391
1305031232.9437 1.3006 0.6603 1.5528 -0.6477 -0.5286 -0.1035 0.5389
1305031232.9531 1.3012 0.6602 1.5532 -0.6483 -0.5279 -0.1033 0.5388
1305031232.9631 1.3015 0.6601 1.5535 -0.6482 -0.5274 -0.1027 0.5396
1305031232.9731 1.3017 0.6602 1.5537 -0.6484 -0.5269 -0.1023 0.5400
1305031232.9831 1.3018 0.6603 1.5539 -0.6484 -0.5264 -0.1011 0.5406
1305031232.9934 1.3023 0.6602 1.5539 -0.6507 -0.5258 -0.1003 0.5386
1305031233.0031 1.3024 0.6600 1.5540 -0.6518 -0.5263 -0.0974 0.5373
1305031233.0131 1.3026 0.6598 1.5538 -0.6534 -0.5278 -0.0932 0.5346
1305031233.0231 1.3030 0.6594 1.5538 -0.6552 -0.5298 -0.0887 0.5312
1305031233.0331 1.3029 0.6592 1.5536 -0.6562 -0.5319 -0.0818 0.5290
1305031233.0437 1.3032 0.6587 1.5535 -0.6578 -0.5334 -0.0752 0.5264
1305031233.0531 1.3030 0.6585 1.5533 -0.6595 -0.5350 -0.0691 0.5235
1305031233.0631 1.3030 0.6580 1.5531 -0.6619 -0.5364 -0.0631 0.5197
1305031233.0731 1.3031 0.6575 1.5528 -0.6642 -0.5388 -0.0564 0.5152
1305031233.0831 1.3030 0.6572 1.5522 -0.6664 -0.5413 -0.0488 0.5104
1305031233.0931 1.3029 0.6569 1.5516 -0.6683 -0.5447 -0.0401 0.5050
1305031233.1031 1.3025 0.6569 1.5509 -0.6701 -0.5475 -0.0318 0.5002
1305031233.1131 1.3025 0.6566 1.5505 0.6725 0.5487 0.0255 -0.4961
1305031233.1231 1.3022 0.6564 1.5500 0.6744 0.5494 0.0203 -0.4928
1305031233.1331 1.3024 0.6561 1.5496 0.6771 0.5492 0.0178 -0.4895
1305031233.1431 1.3023 0.6560 1.5490 0.6788 0.5489 0.0158 -0.4876
1305031233.1531 1.3023 0.6558 1.5485 0.6801 0.5488 0.0144 -0.4858
1305031233.1631 1.3019 0.6559 1.5478 0.6809 0.5496 0.0130 -0.4839
1305031233.1731 1.3017 0.6558 1.5471 0.6821 0.5504 0.0130 -0.4813
1305031233.1832 1.3012 0.6558 1.5463 0.6823 0.5510 0.0114 -0.4803
1305031233.1931 1.3011 0.6554 1.5458 0.6838 0.5513 0.0120 -0.4778
1305031233.2031 1.3007 0.6550 1.5450 0.6850 0.5519 0.0110 -0.4754
1305031233.2131 1.3004 0.6545 1.5443 0.6862 0.5526 0.0103 -0.4729
1305031233.2231 1.2999 0.6538 1.5435 0.6872 0.5540 0.0075 -0.4700
1305031233.2331 1.2994 0.6529 1.5429 0.6879 0.5566 0.0036 -0.4658
1305031233.2431 1.2988 0.6519 1.5421 0.6880 0.5590 -0.0019 -0.4628
1305031233.2531 1.2981 0.6510 1.5413 0.6879 0.5618 -0.0088 -0.4595
1305031233.2631 1.2974 0.6498 1.5405 0.6884 0.5650 -0.0152 -0.4546
1305031233.2731 1.2966 0.6485 1.5395 0.6898 0.5675 -0.0221 -0.4490
1305031233.2831 1.2961 0.6470 1.5385 0.6923 0.5710 -0.0292 -0.4402
1305031233.2931 1.2954 0.6456 1.5373 0.6940 0.5749 -0.0381 -0.4318
1305031233.3031 1.2945 0.6440 1.5361 0.6958 0.5797 -0.0479 -0.4213
1305031233.3131 1.2933 0.6422 1.5349 0.6963 0.5847 -0.0610 -0.4119
1305031233.3231 1.2927 0.6407 1.5338 0.6981 0.5884 -0.0723 -0.4014
1305031233.3331 1.2917 0.6391 1.5330 0.6996 0.5916 -0.0828 -0.3920
1305031233.3431 1.2908 0.6376 1.5322 0.7007 0.5936 -0.0937 -0.3845
1305031233.3531 1.2900 0.6361 1.5315 0.7022 0.5956 -0.1021 -0.3765
1305031233.3631 1.2892 0.6347 1.5307 0.7033 0.5981 -0.1097 -0.3682
1305031233.3731 1.2885 0.6335 1.5299 0.7028 0.6009 -0.1192 -0.3616
1305031233.3831 1.2876 0.6320 1.5292 0.7028 0.6045 -0.1267 -0.3530
1305031233.3931 1.2872 0.6306 1.5283 0.7032 0.6076 -0.1340 -0.3439
1305031233.4031 1.2862 0.6291 1.5275 0.7025 0.6105 -0.1434 -0.3365
1305031233.4131 1.2852 0.6278 1.5268 0.7016 0.6131 -0.1526 -0.3295
1305031233.4231 1.2846 0.6267 1.5264 0.7012 0.6150 -0.1606 -0.3229
1305031233.4331 1.2840 0.6257 1.5259 0.7011 0.6166 -0.1669 -0.3168
1305031233.4431 1.2834 0.6247 1.5256 0.7011 0.6179 -0.1717 -0.3118
1305031233.4531 1.2829 0.6239 1.5252 0.7012 0.6183 -0.1755 -0.3085
1305031233.4631 1.2822 0.6231 1.5248 0.7006 0.6191 -0.1793 -0.3062
1305031233.4731 1.2815 0.6224 1.5246 0.6994 0.6211 -0.1815 -0.3036
1305031233.4831 1.2812 0.6217 1.5241 0.6990 0.6222 -0.1832 -0.3012
1305031233.4931 1.2805 0.6211 1.5238 0.6976 0.6239 -0.1860 -0.2993
1305031233.5031 1.2802 0.6206 1.5234 0.6966 0.6255 -0.1882 -0.2968
1305031233.5131 1.2799 0.6198 1.5232 0.6959 0.6272 -0.1905 -0.2933
1305031233.5231 1.2793 0.6194 1.5227 0.6949 0.6283 -0.1940 -0.2911
1305031233.5331 1.2789 0.6188 1.5224 0.6940 0.6299 -0.1974 -0.2874
1305031233.5431 1.2784 0.6183 1.5221 0.6935 0.6308 -0.2015 -0.2839
1305031233.5531 1.2776 0.6175 1.5217 0.6917 0.6328 -0.2065 -0.2800
1305031233.5631 1.2774 0.6170 1.5214 0.6916 0.6336 -0.2109 -0.2753
1305031233.5731 1.2771 0.6163 1.5211 0.6908 0.6351 -0.2162 -0.2696
1305031233.5831 1.2770 0.6158 1.5208 0.6898 0.6367 -0.2219 -0.2637
1305031233.5931 1.2761 0.6150 1.5204 0.6875 0.6377 -0.2303 -0.2600
1305031233.6031 1.2759 0.6143 1.5203 0.6864 0.6391 -0.2361 -0.2542
1305031233.6132 1.2759 0.6137 1.5201 0.6855 0.6402 -0.2419 -0.2484
1305031233.6231 1.2760 0.6132 1.5200 0.6846 0.6414 -0.2472 -0.2427
1305031233.6331 1.2757 0.6128 1.5198 0.6835 0.6419 -0.2529 -0.2384
1305031233.6431 1.2758 0.6123 1.5198 0.6829 0.6428 -0.2569 -0.2335
1305031233.6531 1.2756 0.6119 1.5195 0.6818 0.6437 -0.2617 -0.2286
1305031233.6631 1.2758 0.6116 1.5194 0.6812 0.6446 -0.2649 -0.2242
1305031233.6731 1.2755 0.6112 1.5193 0.6801 0.6453 -0.2686 -0.2210
1305031233.6831 1.2758 0.6110 1.5192 0.6793 0.6458 -0.2717 -0.2183
1305031233.6931 1.2759 0.6109 1.5190 0.6785 0.6464 -0.2741 -0.2161
1305031233.7031 1.2756 0.6108 1.5189 0.6772 0.6471 -0.2763 -0.2150
1305031233.7131 1.2758 0.6109 1.5188 0.6767 0.6478 -0.2767 -0.2141
1305031233.7231 1.2759 0.6110 1.5188 0.6764 0.6485 -0.2761 -0.2140
1305031233.7331 1.2757 0.6112 1.5187 0.6756 0.6491 -0.2758 -0.2150
1305031233.7431 1.2760 0.6116 1.5187 0.6759 0.6492 -0.2738 -0.2162
1305031233.7531 1.2761 0.6120 1.5186 0.6760 0.6496 -0.2718 -0.2172
1305031233.7633 1.2761 0.6124 1.5184 0.6759 0.6500 -0.2700 -0.2187
1305031233.7731 1.2763 0.6129 1.5183 0.6761 0.6501 -0.2679 -0.2201
1305031233.7831 1.2767 0.6135 1.5183 0.6766 0.6506 -0.2646 -0.2211
1305031233.7931 1.2768 0.6140 1.5182 0.6769 0.6508 -0.2627 -0.2218
1305031233.8031 1.2766 0.6144 1.5180 0.6765 0.6511 -0.2621 -0.2230
1305031233.8131 1.2767 0.6149 1.5180 0.6763 0.6512 -0.2615 -0.2242
1305031233.8231 1.2770 0.6153 1.5182 0.6764 0.6509 -0.2611 -0.2251
1305031233.8331 1.2773 0.6159 1.5183 0.6764 0.6509 -0.2607 -0.2253
1305031233.8431 1.2776 0.6163 1.5185 0.6761 0.6513 -0.2608 -0.2252
1305031233.8531 1.2778 0.6167 1.5185 0.6757 0.6514 -0.2616 -0.2253
1305031233.8631 1.2782 0.6171 1.5183 0.6757 0.6518 -0.2615 -0.2240
1305031233.8731 1.2780 0.6175 1.5182 0.6750 0.6513 -0.2638 -0.2248
1305031233.8831 1.2784 0.6180 1.5184 0.6752 0.6513 -0.2637 -0.2244
1305031233.8931 1.2783 0.6183 1.5181 0.6749 0.6508 -0.2657 -0.2243
1305031233.9031 1.2786 0.6189 1.5181 0.6755 0.6502 -0.2663 -0.2236
1305031233.9131 1.2788 0.6194 1.5181 0.6759 0.6494 -0.2670 -0.2238
1305031233.9231 1.2787 0.6199 1.5181 0.6758 0.6487 -0.2684 -0.2247
1305031233.9331 1.2790 0.6205 1.5182 0.6758 0.6479 -0.2692 -0.2258
1305031233.9432 1.2791 0.6210 1.5182 0.6753 0.6475 -0.2704 -0.2272
1305031233.9531 1.2793 0.6215 1.5183 0.6747 0.6475 -0.2710 -0.2283
1305031233.9631 1.2795 0.6220 1.5183 0.6746 0.6471 -0.2710 -0.2297
1305031233.9731 1.2795 0.6225 1.5185 0.6743 0.6465 -0.2714 -0.2318
1305031233.9834 1.2796 0.6231 1.5186 0.6740 0.6454 -0.2724 -0.2343
1305031233.9931 1.2795 0.6236 1.5188 0.6731 0.6445 -0.2741 -0.2376
